1501010,1501,GUNUNG RAYA
1501011,1501,BUKIT KERMAN
1501020,1501,BATANG MERANGIN
1501030,1501,KELILING DANAU
1501040,1501,DANAU KERINCI
1501050,1501,SITINJAU LAUT
1501070,1501,AIR HANGAT
1501071,1501,AIR HANGAT TIMUR
1501072,1501,DEPATI VII
1501073,1501,AIR HANGAT BARAT
1501080,1501,GUNUNG KERINCI
1501081,1501,SIULAK
1501082,1501,SIULAK MUKAI
1501090,1501,KAYU ARO
1501091,1501,GUNUNG TUJUH
1501092,1501,KAYU ARO BARAT
1502010,1502,JANGKAT
1502011,1502,SUNGAI TENANG
1502020,1502,MUARA SIAU
1502021,1502,LEMBAH MASURAI
1502022,1502,TIANG PUMPUNG
1502030,1502,PAMENANG
1502031,1502,PAMENANG BARAT
1502032,1502,RENAH PAMENANG
1502033,1502,PAMENANG SELATAN
1502040,1502,BANGKO
1502041,1502,BANGKO BARAT
1502042,1502,NALO TANTAN
1502043,1502,BATANG MASUMAI
1502050,1502,SUNGAI MANAU
1502051,1502,RENAH PEMBARAP
1502052,1502,PANGKALAN JAMBU
1502060,1502,TABIR
1502061,1502,TABIR ULU
1502062,1502,TABIR SELATAN
1502063,1502,TABIR ILIR
1502064,1502,TABIR TIMUR
1502065,1502,TABIR LINTAS
1502066,1502,MARGO TABIR
1502067,1502,TABIR BARAT
1503010,1503,BATANG ASAI
1503020,1503,LIMUN
1503021,1503,CERMIN NAN GEDANG
1503030,1503,PELAWAN
1503031,1503,SINGKUT
1503040,1503,SAROLANGUN
1503041,1503,BATHIN VIII
1503050,1503,PAUH
1503051,1503,AIR HITAM
1503060,1503,MANDIANGIN
1504010,1504,MERSAM
1504011,1504,MARO SEBO ULU
1504020,1504,BATIN XXIV
1504030,1504,MUARA TEMBESI
1504040,1504,MUARA BULIAN
1504041,1504,BAJUBANG
1504042,1504,MARO SEBO ILIR
1504050,1504,PEMAYUNG
1505010,1505,MESTONG
1505011,1505,SUNGAI BAHAR
1505012,1505,BAHAR SELATAN
1505013,1505,BAHAR UTARA
1505020,1505,KUMPEH ULU
1505021,1505,SUNGAI GELAM
1505030,1505,KUMPEH
1505040,1505,MARO SEBO
1505041,1505,TAMAN RAJO
1505050,1505,JAMBI LUAR KOTA
1505060,1505,SEKERNAN
1506010,1506,MENDAHARA
1506011,1506,MENDAHARA ULU
1506012,1506,GERAGAI
1506020,1506,DENDANG
1506031,1506,MUARA SABAK BARAT
1506032,1506,MUARA SABAK TIMUR
1506033,1506,KUALA JAMBI
1506040,1506,RANTAU RASAU
1506041,1506,BERBAK
1506050,1506,NIPAH PANJANG
1506060,1506,SADU
1507010,1507,TUNGKAL ULU
